hex_id,h3_resolution,acceptance_low,acceptance_medium,acceptance_high,data_status,method_version
870814badffffff,7,0.195,0.367,0.578,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814baeffffff,7,0.192,0.375,0.565,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb0ffffff,7,0.0,0.177,0.388,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb1ffffff,7,0.218,0.385,0.6,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb2ffffff,7,0.062,0.264,0.472,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb3ffffff,7,0.082,0.288,0.512,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb4ffffff,7,0.07,0.264,0.443,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb5ffffff,7,0.353,0.509,0.721,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814bb6ffffff,7,0.456,0.611,0.837,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c00ffffff,7,0.157,0.341,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c01ffffff,7,0.37,0.533,0.745,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c02ffffff,7,0.183,0.366,0.596,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c03ffffff,7,0.153,0.315,0.524,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c04ffffff,7,0.143,0.331,0.553,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c05ffffff,7,0.069,0.259,0.458,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c06ffffff,7,0.092,0.27,0.457,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c08ffffff,7,0.233,0.398,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c09ffffff,7,0.414,0.617,0.834,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c0affffff,7,0.468,0.651,0.824,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c0bffffff,7,0.239,0.414,0.601,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c0cffffff,7,0.179,0.372,0.556,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c0dffffff,7,0.313,0.468,0.666,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c0effffff,7,0.12,0.325,0.547,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c10ffffff,7,0.329,0.506,0.727,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c11ffffff,7,0.213,0.402,0.619,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c12ffffff,7,0.21,0.409,0.633,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c13ffffff,7,0.181,0.383,0.591,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c14ffffff,7,0.288,0.444,0.661,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c15ffffff,7,0.16,0.354,0.536,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c18ffffff,7,0.024,0.232,0.418,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c19ffffff,7,0.152,0.311,0.532,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c1affffff,7,0.189,0.372,0.55,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c1bffffff,7,0.189,0.378,0.558,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c1cffffff,7,0.324,0.497,0.673,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c1dffffff,7,0.123,0.315,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c1effffff,7,0.305,0.492,0.704,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c20ffffff,7,0.208,0.393,0.586,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c21ffffff,7,0.213,0.38,0.555,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c22ffffff,7,0.21,0.364,0.582,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c23ffffff,7,0.289,0.452,0.646,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c24ffffff,7,0.173,0.354,0.534,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c25ffffff,7,0.161,0.33,0.517,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c26ffffff,7,0.0,0.064,0.283,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c28ffffff,7,0.392,0.578,0.76,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c29ffffff,7,0.233,0.409,0.589,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c2affffff,7,0.173,0.354,0.557,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c2bffffff,7,0.155,0.353,0.565,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c2cffffff,7,0.125,0.321,0.544,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c2dffffff,7,0.132,0.306,0.519,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c2effffff,7,0.268,0.468,0.692,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c30ffffff,7,0.19,0.355,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c31ffffff,7,0.212,0.398,0.607,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c33ffffff,7,0.346,0.503,0.674,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c35ffffff,7,0.406,0.6,0.776,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c40ffffff,7,0.104,0.267,0.461,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c41ffffff,7,0.225,0.385,0.564,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c42ffffff,7,0.0,0.047,0.24,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c43ffffff,7,0.345,0.542,0.731,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c44ffffff,7,0.204,0.404,0.598,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c45ffffff,7,0.135,0.329,0.507,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c46ffffff,7,0.192,0.36,0.532,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c48ffffff,7,0.068,0.266,0.465,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c49ffffff,7,0.157,0.345,0.573,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c4affffff,7,0.167,0.321,0.508,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c4bffffff,7,0.159,0.339,0.543,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c4cffffff,7,0.284,0.442,0.613,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c4dffffff,7,0.0,0.092,0.321,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c4effffff,7,0.263,0.421,0.643,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c50ffffff,7,0.226,0.41,0.581,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c51ffffff,7,0.131,0.328,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c52ffffff,7,0.07,0.24,0.449,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c53ffffff,7,0.216,0.386,0.615,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c54ffffff,7,0.0,0.085,0.294,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c55ffffff,7,0.406,0.612,0.837,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c56ffffff,7,0.134,0.308,0.493,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c58ffffff,7,0.261,0.421,0.644,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c59ffffff,7,0.325,0.522,0.709,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c5affffff,7,0.168,0.319,0.516,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c5bffffff,7,0.298,0.451,0.678,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c5cffffff,7,0.136,0.332,0.545,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c5dffffff,7,0.389,0.547,0.742,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c5effffff,7,0.063,0.254,0.47,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c60ffffff,7,0.119,0.299,0.528,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c61ffffff,7,0.234,0.393,0.591,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c62ffffff,7,0.108,0.301,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c63ffffff,7,0.165,0.334,0.528,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c64ffffff,7,0.155,0.363,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c65ffffff,7,0.269,0.449,0.652,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c66ffffff,7,0.387,0.542,0.732,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c68ffffff,7,0.218,0.376,0.596,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c69ffffff,7,0.256,0.417,0.643,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c6affffff,7,0.0,0.092,0.307,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c6bffffff,7,0.265,0.427,0.621,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c6cffffff,7,0.223,0.404,0.603,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c6dffffff,7,0.195,0.384,0.578,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c6effffff,7,0.211,0.394,0.623,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c70ffffff,7,0.278,0.464,0.636,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c71ffffff,7,0.039,0.235,0.451,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c72ffffff,7,0.147,0.343,0.53,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c73ffffff,7,0.107,0.264,0.434,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c74ffffff,7,0.29,0.477,0.659,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c75ffffff,7,0.0,0.076,0.284,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c76ffffff,7,0.254,0.439,0.622,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c81ffffff,7,0.16,0.348,0.528,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c83ffffff,7,0.192,0.343,0.553,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c85ffffff,7,0.264,0.421,0.604,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c88ffffff,7,0.284,0.493,0.715,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c89ffffff,7,0.166,0.373,0.58,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c8affffff,7,0.149,0.334,0.507,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c8bffffff,7,0.256,0.425,0.619,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c8cffffff,7,0.262,0.413,0.628,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c8dffffff,7,0.208,0.368,0.546,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c8effffff,7,0.054,0.245,0.452,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c98ffffff,7,0.259,0.443,0.67,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c99ffffff,7,0.179,0.38,0.559,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c9affffff,7,0.225,0.415,0.634,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c9bffffff,7,0.047,0.25,0.466,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c9cffffff,7,0.156,0.315,0.516,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c9dffffff,7,0.122,0.332,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814c9effffff,7,0.273,0.454,0.631,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ca1ffffff,7,0.017,0.173,0.367,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ca8ffffff,7,0.313,0.505,0.709,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ca9ffffff,7,0.119,0.308,0.527,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814caaffffff,7,0.015,0.179,0.386,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cabffffff,7,0.207,0.369,0.541,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cacffffff,7,0.255,0.409,0.587,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cadffffff,7,0.17,0.335,0.534,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814caeffffff,7,0.232,0.434,0.66,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc0ffffff,7,0.14,0.304,0.492,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc1ffffff,7,0.129,0.32,0.494,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc2ffffff,7,0.242,0.445,0.645,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc3ffffff,7,0.188,0.375,0.591,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc4ffffff,7,0.166,0.373,0.552,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc5ffffff,7,0.331,0.503,0.725,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc6ffffff,7,0.279,0.454,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc8ffffff,7,0.085,0.275,0.477,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cc9ffffff,7,0.07,0.268,0.451,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ccaffffff,7,0.164,0.323,0.511,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ccbffffff,7,0.283,0.446,0.625,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cccffffff,7,0.144,0.295,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ccdffffff,7,0.213,0.403,0.617,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cceffffff,7,0.23,0.391,0.575,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd0ffffff,7,0.293,0.483,0.693,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd1ffffff,7,0.076,0.242,0.429,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd2ffffff,7,0.148,0.341,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd3ffffff,7,0.449,0.632,0.809,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd4ffffff,7,0.18,0.342,0.518,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd5ffffff,7,0.385,0.543,0.737,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd6ffffff,7,0.089,0.277,0.468,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd8ffffff,7,0.213,0.393,0.623,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cd9ffffff,7,0.0,0.108,0.286,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cdaffffff,7,0.157,0.363,0.553,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cdbffffff,7,0.247,0.408,0.634,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cdcffffff,7,0.15,0.342,0.54,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cddffffff,7,0.142,0.352,0.535,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814cdeffffff,7,0.193,0.377,0.572,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce0ffffff,7,0.295,0.464,0.691,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce1ffffff,7,0.162,0.359,0.571,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce2ffffff,7,0.267,0.468,0.679,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce3ffffff,7,0.127,0.322,0.522,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce4ffffff,7,0.102,0.311,0.482,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
870814ce5ffffff,7,0.141,0.345,0.52,synthetic_test_data_not_research,trondelag_synthetic_social_acceptance_v0
